Month,City,Merchant,Total_Sales,No_of_sales
Jul 2017,146,Charles Turpin 3 inc,"200,274",9
Jul 2017,146,Edward Cross inc,"181,622",7
Jul 2017,147,Rachel Kennedy 2 inc,"828,872",37
Jul 2017,147,Patricia Dodson inc,"713,796",41
Jul 2017,147,Trevor Dean inc,"682,802",30
Jul 2017,147,Thomas Chipps inc,"637,734",28
Jul 2017,147,Richard Chavez 3 inc,"585,312",29
Jul 2017,148,Tricia Dozier inc,"907,009",43
Jul 2017,148,Christopher Mcdonald inc,"663,218",37
Jul 2017,148,Nicolas Flaming inc,"324,920",14
Jul 2017,148,Scott Sheldon inc,"322,755",13
Jul 2017,148,Floyd Head inc,"321,934",16
Jul 2017,149,Alexandria Sarmiento inc,"5,938,252",297
Jul 2017,149,Kenneth Larson inc,"4,822,994",227
Jul 2017,149,Jerold Caldwell inc,"4,171,336",205
Jul 2017,149,Kelly Perez 2 inc,"2,661,599",140
Jul 2017,149,George Asante inc,"2,410,310",120
Jul 2017,150,Effie Mayfield inc,"672,156",33
Jul 2017,150,William Trotter inc,"395,515",19
Jul 2017,150,Joe Joiner 2 inc,"350,066",17
Jul 2017,150,Deborah Stewart 3 inc,"334,480",16
Jul 2017,150,Theresa Woods inc,"317,761",16
Jul 2017,151,Elfriede Jones inc,"230,916",11
Jul 2017,151,Susie Pritchett inc,"206,612",10
Jul 2017,151,Cleo Shapiro inc,"197,380",10
Jul 2017,151,Larry Bush inc,"124,304",6
Jul 2017,151,Mickey Serrata inc,"90,296",4
Jul 2017,153,John Cade 2 inc,"304,294",12
Jul 2017,153,Jimmy Scully inc,"280,863",15
Jul 2017,153,Martha Goldstein inc,"279,283",16
Jul 2017,153,Gary Neri inc,"276,030",13
Jul 2017,153,Howard Mitchell inc,"211,261",10
Jul 2017,155,Donald Barros inc,"570,628",29
Jul 2017,155,Susie Wynn inc,"547,003",30
Jul 2017,155,Manuel Edwards inc,"509,819",30
Jul 2017,155,Tina Salls inc,"489,021",22
Jul 2017,155,Tracie Pennington inc,"442,158",23
Jul 2017,156,Christopher Butts 2 inc,"949,800",43
Jul 2017,156,Bart Massey inc,"595,651",31
Jul 2017,156,Pamela Griffin inc,"491,874",24
Jul 2017,156,Dorothy Miesch inc,"393,824",19
Jul 2017,156,Jose Sutton inc,"390,535",23
Jul 2017,157,Helen Burnsworth inc,"2,081,442",106
Jul 2017,157,Pearl Stone inc,"597,967",33
Jul 2017,157,Loree Hansen inc,"564,295",27
Jul 2017,157,Robert Jenkins 7 inc,"523,943",25
Jul 2017,157,Jason Robinson 5 inc,"288,343",15
Jul 2017,158,Darryl Revak inc,"15,563,458",782
Jul 2017,158,Dee Gallager inc,"13,777,105",690
Jul 2017,158,Robert Cruz 2 inc,"8,733,999",441
Jul 2017,158,Bridget Patterson inc,"6,858,533",343
Jul 2017,158,Domingo Harper inc,"6,830,279",329
Jul 2017,159,Roy Coats inc,"1,920,693",95
Jul 2017,159,Mary Hudspeth inc,"844,998",43
Jul 2017,159,Lorenzo Hawkins inc,"673,586",41
Jul 2017,159,Sean Groover inc,"664,550",29
Jul 2017,159,Monique Armstrong inc,"544,166",26
Jul 2017,160,Richard Mccabe inc,"10,459,655",524
Jul 2017,160,Eliz Prater inc,"7,570,774",366
Jul 2017,160,Laurena Parks inc,"3,865,785",188
Jul 2017,160,Patricia Sharp 2 inc,"3,473,273",170
Jul 2017,160,Donna Croshaw inc,"3,290,069",159
Jul 2017,161,Delbert Plater inc,"2,720,618",137
Jul 2017,161,Joyce Fletcher inc,"2,432,066",124
Jul 2017,161,Claire Mcclendon inc,"1,574,372",77
Jul 2017,161,William Boyle inc,"1,534,705",74
Jul 2017,161,Vita Bettes inc,"1,396,925",68
Jul 2017,162,Pedro Roberts 2 inc,"719,290",34
Jul 2017,162,Maureen Werre inc,"624,371",34
Jul 2017,162,Helen Iverson inc,"567,332",25
Jul 2017,162,Allen Wiersma inc,"564,520",27
Jul 2017,162,Emelia Foulk inc,"554,123",30
Jul 2017,163,Kathy Briggs inc,"526,880",26
Jul 2017,163,Luigi Hammond inc,"516,256",26
Jul 2017,163,Dale Lotzer inc,"506,837",29
Jul 2017,163,Linda Rogers 6 inc,"389,335",21
Jul 2017,163,Richard Rosa inc,"339,697",17
Jul 2017,165,Michael Mabry inc,"379,411",22
Jul 2017,165,Pat Harper inc,"360,244",17
Jul 2017,165,David Blackwell inc,"311,324",18
Jul 2017,165,Katherine Mattox inc,"241,600",12
Jul 2017,165,Tyrone Malone inc,"211,043",13
Jul 2017,166,Opal Siegel inc,"479,691",24
Jul 2017,166,Linda Ready inc,"350,672",18
Jul 2017,166,Cheryl Boone inc,"341,089",17
Jul 2017,166,Rodney Hatton inc,"267,764",15
Jul 2017,166,Ali Newsome inc,"239,419",11
Jul 2017,167,Betty Brown 9 inc,"879,038",46
Jul 2017,167,Allan Clark inc,"259,873",12
Jul 2017,167,Jacqueline Richard inc,"214,990",10
Jul 2017,167,Katharine Gutierrez inc,"213,241",10
Jul 2017,167,Ronald Brooks 3 inc,"199,543",9
Jul 2017,168,Mary Gallegos 2 inc,"1,008,875",50
Jul 2017,168,Richard James 5 inc,"738,243",41
Jul 2017,168,David Reyes 2 inc,"668,736",31
Jul 2017,168,Kim Hartly inc,"615,334",30
Jul 2017,168,Kristin Mcmurray inc,"586,789",28
Jul 2017,169,Helen Mckean inc,"1,533,091",79
Jul 2017,169,Louis Mccall inc,"1,527,152",81
Jul 2017,169,Larry Frias inc,"1,349,284",65
Jul 2017,169,Son Abraham inc,"1,240,711",60
Jul 2017,169,Tom Judge inc,"1,224,248",60
Jul 2017,170,Mamie James inc,"881,565",41
Jul 2017,170,Thelma Metayer inc,"659,890",29
Jul 2017,170,Thomas Phillips 5 inc,"294,785",14
Jul 2017,170,Joey Barrett inc,"281,396",13
Jul 2017,170,Julia Childress inc,"217,635",10
Jul 2017,171,Sandra Wells inc,"1,710,901",87
Jul 2017,171,Bryan Harris 4 inc,"1,122,909",56
Jul 2017,171,David Holmes 4 inc,"1,080,581",56
Jul 2017,171,Sarah Palmieri inc,"540,935",32
Jul 2017,171,Leanora Marshall inc,"518,138",27
Jul 2017,172,Jennie Gibbs inc,"498,952",28
Jul 2017,172,Tommy Mcfarland inc,"452,089",23
Jul 2017,172,Emily Hill 2 inc,"365,970",19
Jul 2017,172,Michelle Adams 2 inc,"299,920",14
Jul 2017,172,Bobby Schaff inc,"268,105",12
Jul 2017,173,Robert Doyle 3 inc,"1,224,825",59
Jul 2017,173,Betty Mcelvaine inc,"924,016",46
Jul 2017,173,Yolanda Panzarella inc,"882,670",46
Jul 2017,173,Raleigh Gracia inc,"774,838",36
Jul 2017,173,Robert Warne inc,"624,948",31
Jul 2017,174,Cody Leonard inc,"994,690",48
Jul 2017,174,Andrea Claybrook inc,"765,964",36
Jul 2017,174,Nancy Mckeown inc,"640,722",33
Jul 2017,174,Debra Rose 2 inc,"630,734",28
Jul 2017,174,Karen Coffman inc,"443,981",21
Jul 2017,175,Judy Fujimoto inc,"670,882",34
Jul 2017,175,Pauline Burdette inc,"591,976",26
Jul 2017,175,Rebecca Kelly 2 inc,"341,047",17
Jul 2017,175,Eugene Santelli inc,"274,600",16
Jul 2017,175,Karen Wallace 2 inc,"271,930",13
Jul 2017,178,Maria Allen 4 inc,"212,198",12
Jul 2017,178,Lamont Miyashiro inc,"117,554",4
Jul 2017,178,Hillary Wells inc,"84,015",5
Jul 2017,178,Sandra Higginson inc,"78,073",4
Jul 2017,178,Fred Guinn inc,"73,168",5
Jul 2017,179,Michael Swirsky inc,"5,849,238",293
Jul 2017,179,Gladys Castillo inc,"2,056,240",97
Jul 2017,179,Curtis Banks inc,"1,460,193",77
Jul 2017,179,Judy Lutz inc,"1,290,145",59
Jul 2017,179,Alan Poe inc,"1,269,929",67
Jul 2017,180,Anna Harrison inc,"786,881",38
Jul 2017,180,Alexandra Green inc,"432,686",17
Jul 2017,180,Denise Sievers inc,"350,979",16
Jul 2017,180,Arthur Coker inc,"229,145",10
Jul 2017,180,Robert Durham 2 inc,"219,165",12
Jul 2017,181,Juan Walsh 2 inc,"1,302,384",69
Jul 2017,181,Edith Roll inc,"633,470",32
Jul 2017,181,Gregg Verde inc,"609,394",31
Jul 2017,181,Denise Cotter inc,"509,476",26
Jul 2017,181,Kathleen Gau inc,"457,129",24
Jul 2017,182,Misty Slaugh inc,"734,635",38
Jul 2017,182,Julia Cope inc,"635,108",34
Jul 2017,182,Jason Lopez 2 inc,"546,428",25
Jul 2017,182,Betty Pew inc,"518,768",23
Jul 2017,182,Harold Strand inc,"306,960",18
Jul 2017,183,Shanon Battle inc,"419,586",24
Jul 2017,183,John Otoole inc,"409,882",22
Jul 2017,183,Francis Casey inc,"372,881",18
Jul 2017,183,Angela Jackson 5 inc,"339,143",16
Jul 2017,183,William Munroe inc,"190,329",11
Jul 2017,184,Harold Ames inc,"400,843",25
Jul 2017,184,Ralph Nava inc,"399,602",21
Jul 2017,184,Tracy Webster inc,"292,755",14
Jul 2017,184,Cheryl Pike inc,"262,333",14
Jul 2017,184,Charlotte Valdez inc,"205,354",10
Jul 2017,186,Christine Paulino inc,"476,913",25
Jul 2017,186,Larry Reid inc,"463,032",23
Jul 2017,186,George Caruthers inc,"323,408",15
Jul 2017,186,Brett Richardson inc,"267,567",15
Jul 2017,186,Cora Brown inc,"265,337",14
Jul 2017,187,Joseph Miles inc,"296,917",16
Jul 2017,187,Leonard Barredo inc,"280,433",15
Jul 2017,187,Terence Harstad inc,"263,546",12
Jul 2017,187,Ronald Morgan inc,"245,034",11
Jul 2017,187,Margaret Sykes inc,"207,806",10
Jul 2017,188,Thomas Thompson 9 inc,"837,967",35
Jul 2017,188,Linda Alexander inc,"553,551",24
Jul 2017,188,James Pittsley inc,"532,735",33
Jul 2017,188,Barbara Waldorf inc,"532,724",26
Jul 2017,188,Joseph Jones 15 inc,"515,936",29
Jul 2017,189,Andrew Eastman inc,"1,408,720",67
Jul 2017,189,Christina Chamberlain inc,"997,734",46
Jul 2017,189,Gertrude Espinosa inc,"938,734",44
Jul 2017,189,Jack Huffman inc,"762,872",38
Jul 2017,189,Diane Allen 2 inc,"714,154",37
Jul 2017,190,Denise Marquez 2 inc,"376,526",19
Jul 2017,190,Jay Hokanson inc,"321,013",17
Jul 2017,190,Fletcher Watson inc,"294,900",14
Jul 2017,190,Thomas Voyer inc,"258,102",12
Jul 2017,190,Bernice Harris inc,"208,327",11
Jul 2017,191,Patrick Heiden inc,"450,853",22
Jul 2017,191,Bruce Snyder inc,"446,024",19
Jul 2017,191,Virginia Greer inc,"419,902",22
Jul 2017,191,Frank Lundborg inc,"345,736",16
Jul 2017,191,Theresa Young inc,"318,925",13
Jul 2017,193,Renate Snyder inc,"647,471",28
Jul 2017,193,Lisa Plummer inc,"593,986",28
Jul 2017,193,Dorothy Woods inc,"377,640",21
Jul 2017,193,Billy Neally inc,"308,902",14
Jul 2017,193,Donald Davis 9 inc,"290,529",13
Jul 2017,194,Alison Magallanes inc,"809,658",38
Jul 2017,194,Sandra Patterson 2 inc,"391,611",18
Jul 2017,194,Walter Washington 2 inc,"307,599",13
Jul 2017,194,Kimberly Peterson 2 inc,"243,122",12
Jul 2017,194,John Piper 2 inc,"217,225",8
Jul 2017,195,Klara Ibanez inc,"363,538",18
Jul 2017,195,Casey Dawkins inc,"278,482",13
Jul 2017,195,Michael Hawkins 8 inc,"263,725",12
Jul 2017,195,John Wright 18 inc,"241,472",12
Jul 2017,195,Matthew Aberle inc,"206,632",9
Jul 2017,197,Claudia Rodriguez inc,"755,086",39
Jul 2017,197,Randi Duke inc,"322,275",17
Jul 2017,197,Lori Joseph inc,"271,301",13
Jul 2017,197,Ella Rose 2 inc,"252,061",12
Jul 2017,197,Lori Mize inc,"237,078",12
Jul 2017,198,Mary Griffith inc,"354,674",17
Jul 2017,198,Barbara Christian inc,"347,027",17
Jul 2017,198,Nancy Foley inc,"270,156",13
Jul 2017,198,Charles Fritter inc,"235,147",13
Jul 2017,198,Stacia Benavides inc,"228,054",11
Jul 2017,199,Crystal Dwyer inc,"1,690,271",87
Jul 2017,199,Elbert Six inc,"1,540,344",72
Jul 2017,199,Roger Serrano inc,"1,251,035",60
Jul 2017,199,Daryl Taylor inc,"736,844",37
Jul 2017,199,Judy Evans 3 inc,"628,040",32
Jul 2017,200,Sandra Davenport inc,"2,391,304",120
Jul 2017,200,Teresa Ellis inc,"1,478,955",79
Jul 2017,200,Juan Sojka inc,"1,396,660",66
Jul 2017,200,Latanya Crofton inc,"1,390,952",72
Jul 2017,200,Jeffrey Connolly inc,"1,349,280",65
Jul 2017,201,James Howell 7 inc,"509,689",24
Jul 2017,201,Dawn Jackson 4 inc,"290,801",13
Jul 2017,201,Patricia Hernandez 4 inc,"201,069",9
Jul 2017,201,Ryan Black inc,"171,110",9
Jul 2017,201,Johanna Shepard inc,"159,462",7
Jul 2017,203,Albert Cadwell inc,"958,884",51
Jul 2017,203,Ernest Ward inc,"200,621",9
Jul 2017,203,Beth Wynne inc,"160,395",7
Jul 2017,203,Rebecca Clift inc,"127,968",5
Jul 2017,203,Henry Nasers inc,"111,959",5
Jul 2017,204,Ruth Newark inc,"367,821",19
Jul 2017,204,Josephina Taylor inc,"197,402",9
Jul 2017,204,Luke Thomas inc,"102,653",5
Jul 2017,204,Hosea Ray inc,"99,084",5
Jul 2017,204,Nicolas Grove inc,"98,999",5
Jul 2017,205,Zachary Holzer inc,"171,125",7
Jul 2017,205,Tyrone Dwaileebe inc,"138,186",8
Jul 2017,205,Joy Dejesus inc,"113,916",5
Jul 2017,205,Ricky Salazar 2 inc,"86,026",3
Jul 2017,205,Rubin Campos inc,"81,670",3
Jul 2017,206,Susan Klotz inc,"305,451",13
Jul 2017,206,Treva Padilla inc,"276,551",15
Jul 2017,206,Ryan Gregg inc,"242,538",12
Jul 2017,206,Louise Owens inc,"228,510",11
Jul 2017,206,Mary Roberts 6 inc,"212,346",10
Jul 2017,207,Cheryl Ross inc,"123,218",6
Jul 2017,207,Naomi Day inc,"102,105",5
Jul 2017,207,Clarence Griffin inc,"100,775",5
Jul 2017,207,Steven Eddy inc,"88,780",5
Jul 2017,207,Andrew Hernandez 2 inc,"88,273",5
Jul 2017,208,Michael Abramson inc,"921,294",44
Jul 2017,208,Dale Skalicky inc,"414,016",21
Jul 2017,208,Gail Costello inc,"212,485",11
Jul 2017,208,Jason Ho inc,"183,042",8
Jul 2017,208,Paula Santiago inc,"182,219",10
Jul 2017,209,Ma Rowlands inc,"1,116,071",53
Jul 2017,209,Meaghan Saylor inc,"857,510",40
Jul 2017,209,Tempie Guardado inc,"611,531",31
Jul 2017,209,Michael Mincey inc,"520,205",27
Jul 2017,209,Cathrine Guerrero inc,"482,127",21
Jul 2017,210,Michael Mocher inc,"899,604",41
Jul 2017,210,Timothy Godwin inc,"740,232",35
Jul 2017,210,Diana Brown inc,"706,658",37
Jul 2017,210,Gary Goff inc,"681,597",34
Jul 2017,210,Jamie Remillard inc,"677,543",37
Jul 2017,211,Ryan Charles inc,"787,859",34
Jul 2017,211,William Darden inc,"477,310",28
Jul 2017,211,Cathryn Holsopple inc,"456,619",22
Jul 2017,211,Karen Beltz inc,"416,086",20
Jul 2017,211,Crystal Krumholz inc,"341,568",18
Jul 2017,212,Donald Pimental inc,"4,931,369",240
Jul 2017,212,Rebecca Johnson 9 inc,"3,171,370",169
Jul 2017,212,Anna Risher inc,"2,863,068",141
Jul 2017,212,Bernice Pratt inc,"2,730,109",139
Jul 2017,212,Lisa Jones 9 inc,"2,253,874",117
Jul 2017,213,Elizabeth Thomas 10 inc,"2,112,004",108
Jul 2017,213,Katherine Stickel inc,"2,101,741",100
Jul 2017,213,Nichol Gentry inc,"1,754,281",86
Jul 2017,213,Steven Turner 3 inc,"1,559,635",73
Jul 2017,213,Ella Rose 2 inc,"1,468,103",76
Jul 2017,214,Daniel Steinbach inc,"528,327",28
Jul 2017,214,Aaron Baker 3 inc,"290,205",15
Jul 2017,214,Evelyn Reynoso 2 inc,"280,164",14
Jul 2017,214,Thomas Gillespie 3 inc,"266,238",14
Jul 2017,214,Paula Dunn inc,"256,907",12
Jul 2017,215,Katherine Caldwell inc,"433,573",24
Jul 2017,215,Stephanie Wallace 2 inc,"105,194",5
Jul 2017,215,Kirk Adams inc,"97,738",5
Jul 2017,215,Karen Romero 2 inc,"93,612",5
Jul 2017,215,Aaron Becker inc,"83,833",3
Jul 2017,216,Deanna Dudley inc,"566,650",26
Jul 2017,216,Vincent Allen inc,"476,101",24
Jul 2017,216,Helen Acosta inc,"378,069",20
Jul 2017,216,Andrea Kolb inc,"358,189",16
Jul 2017,216,Mary Donati inc,"340,997",16
Jul 2017,218,Julianne Mchugh inc,"988,897",48
Jul 2017,218,Karisa Pope inc,"435,253",21
Jul 2017,218,Nina Humphreys inc,"434,955",20
Jul 2017,218,Ronald Abbott 2 inc,"395,685",19
Jul 2017,218,Charles Oneil inc,"377,790",21
Jul 2017,219,Christopher Marinaccio inc,"500,547",23
Jul 2017,219,Donald Smith 19 inc,"457,909",25
Jul 2017,219,Alfreda Mcnaughton inc,"449,804",21
Jul 2017,219,Rodney Lichtenberg inc,"442,716",23
Jul 2017,219,Christopher Tolan inc,"426,468",21
Jul 2017,220,Megan Robinson 5 inc,"522,249",24
Jul 2017,220,Rose Smith 7 inc,"355,058",18
Jul 2017,220,Grace Gorman inc,"333,528",17
Jul 2017,220,Marvin Rivera 2 inc,"278,478",13
Jul 2017,220,Lee Daniels inc,"243,650",14
Jul 2017,221,Vanessa Yepsen inc,"126,449",5
Jul 2017,221,Rose Brewer 2 inc,"94,700",5
Jul 2017,221,Carrie Bernard inc,"75,850",3
Jul 2017,221,Linda Brown 12 inc,"74,594",3
Jul 2017,221,Robert Robinson 15 inc,"60,399",2
Jul 2017,222,Jonathon Morrison inc,"459,156",20
Jul 2017,222,Melvin Hurt inc,"183,203",10
Jul 2017,222,Joan Baggesen inc,"169,668",9
Jul 2017,222,Dennis Clancy inc,"166,267",8
Jul 2017,222,Maria Alston inc,"153,063",8
Jul 2017,223,Gracie Mcmorran inc,"449,813",22
Jul 2017,223,Connie Thompson inc,"444,554",20
Jul 2017,223,Judy Turner inc,"389,125",19
Jul 2017,223,Robert Gatson inc,"375,897",16
Jul 2017,223,Rachel Allman inc,"258,252",13
Jul 2017,224,John Sutton 8 inc,"431,401",20
Jul 2017,224,Margaret Adams 3 inc,"226,509",13
Jul 2017,224,Deborah Harris 5 inc,"219,883",13
Jul 2017,224,Guillermo Wasson inc,"201,041",10
Jul 2017,224,James Pane inc,"161,457",8
Jul 2017,226,John Rutherford 4 inc,"1,835,436",88
Jul 2017,226,Maggie Rosa inc,"1,104,746",52
Jul 2017,226,Joseph Dempsey inc,"695,143",33
Jul 2017,226,Jaime Marks inc,"656,838",30
Jul 2017,226,Princess White inc,"399,890",20
Jul 2017,227,Frank Mahler inc,"279,338",13
Jul 2017,227,Russell Murray inc,"241,580",11
Jul 2017,227,James Holbrook inc,"193,333",9
Jul 2017,227,Roger Rio inc,"139,583",6
Jul 2017,227,Frank Dana inc,"132,899",6
Jul 2017,228,Pablo Laboy inc,"252,315",13
Jul 2017,228,Linda Gordon inc,"189,129",11
Jul 2017,228,Gail Henderson inc,"155,638",7
Jul 2017,228,Brenda Gomez 3 inc,"133,926",6
Jul 2017,228,Gail Henry inc,"122,927",6
Jul 2017,229,Christina Moralez inc,"470,342",28
Jul 2017,229,Anton Greene inc,"295,734",15
Jul 2017,229,Camille Lindsey inc,"280,999",12
Jul 2017,229,Carol Armstrong inc,"279,487",11
Jul 2017,229,Don Rutland inc,"246,888",11
Jul 2017,230,Allison Burgess inc,"433,309",21
Jul 2017,230,Mary Melendez 3 inc,"372,289",16
Jul 2017,230,Rosie Champagne inc,"324,154",15
Jul 2017,230,Terry Morris inc,"277,548",13
Jul 2017,230,John Rivera 9 inc,"273,523",15
Jul 2017,231,Joshua Berryhill inc,"1,430,953",68
Jul 2017,231,Edward Hebert 3 inc,"1,262,986",65
Jul 2017,231,Florence Mitchell 2 inc,"1,069,900",51
Jul 2017,231,Robert Barfield inc,"866,432",46
Jul 2017,231,Michael Mefford inc,"771,731",35
Jul 2017,232,Whitney Delgado inc,"787,775",39
Jul 2017,232,Adam Schey inc,"760,304",33
Jul 2017,232,Truman Garcia inc,"662,930",27
Jul 2017,232,Charles Urias inc,"650,989",30
Jul 2017,232,Russell Fernandez inc,"563,109",30
Jul 2017,233,Chad Tobar inc,"4,135,284",206
Jul 2017,233,Ella Rose 2 inc,"2,561,396",139
Jul 2017,233,John Mcneal 2 inc,"2,493,379",131
Jul 2017,233,Ruth Kohl inc,"2,165,533",108
Jul 2017,233,Maria Meaker inc,"2,034,844",106
Jul 2017,234,Daniel Marshall 7 inc,"656,368",29
Jul 2017,234,Alice Dickerson inc,"589,633",31
Jul 2017,234,Roslyn Lamb inc,"495,338",24
Jul 2017,234,Johnnie Elliott inc,"446,680",21
Jul 2017,234,Rachel Honeycutt inc,"321,778",15
Jul 2017,235,Peter Adams 3 inc,"334,531",16
Jul 2017,235,David Morris 4 inc,"158,864",7
Jul 2017,235,Daniel Gassaway inc,"156,080",6
Jul 2017,235,Michael Brickner inc,"146,238",8
Jul 2017,235,Glenn Neblett inc,"124,553",6
Jul 2017,236,Kathleen Gustin inc,"173,301",8
Jul 2017,236,Donald Session inc,"145,125",7
Jul 2017,236,Wesley Aguilar inc,"120,847",4
Jul 2017,236,Nora Saenz inc,"117,008",6
Jul 2017,236,Mary Milliren inc,"108,087",6
Jul 2017,237,Bernice Batz inc,"271,886",12
Jul 2017,237,Julie Hughes inc,"245,869",12
Jul 2017,237,Keith Feldman inc,"106,101",6
Jul 2017,237,Theresa Sorensen inc,"94,269",3
Jul 2017,237,Van Vandy inc,"92,505",3
Jul 2017,238,Kenneth Kimbler inc,"1,448,077",65
Jul 2017,238,Greg Myers inc,"692,672",31
Jul 2017,238,Eugene Roberts inc,"614,739",30
Jul 2017,238,Duane Stafford inc,"595,966",28
Jul 2017,238,Robin Forbes inc,"544,440",25
Jul 2017,239,Leonard Parton inc,"487,005",23
Jul 2017,239,Bonnie Gresham inc,"380,130",18
Jul 2017,239,George Hay inc,"255,267",12
Jul 2017,239,Ivelisse Cipriani inc,"233,277",11
Jul 2017,239,Mary Harris 16 inc,"176,112",9
Jul 2017,240,Victoria Brown 3 inc,"286,639",14
Jul 2017,240,Jessica Baxter inc,"278,075",12
Jul 2017,240,Gerald Rivera 2 inc,"277,909",13
Jul 2017,240,Gloria Applin inc,"234,908",12
Jul 2017,240,Ronald Cantey inc,"164,677",8
Jul 2017,242,Mae Davis 3 inc,"1,081,660",59
Jul 2017,242,Ada Cough inc,"974,617",47
Jul 2017,242,John Bordner inc,"799,659",40
Jul 2017,242,Estella Vidal inc,"674,751",30
Jul 2017,242,John Turner 8 inc,"332,306",15
Jul 2017,244,Vivian Cawthorne inc,"2,461,272",126
Jul 2017,244,Diane Robbins inc,"1,921,972",93
Jul 2017,244,James Funk 2 inc,"1,663,109",80
Jul 2017,244,Donald Bacon 2 inc,"1,227,693",63
Jul 2017,244,Gregory Stokes inc,"612,427",29
Jul 2017,245,Brenda Green 4 inc,"555,391",28
Jul 2017,245,Anton Wilder inc,"544,882",23
Jul 2017,245,James Brown 42 inc,"455,567",23
Jul 2017,245,Stephen Strohman inc,"354,522",17
Jul 2017,245,Judy Rice inc,"320,385",14
Jul 2017,246,Clarice Potts inc,"2,852,761",144
Jul 2017,246,James Holliday inc,"1,874,407",88
Jul 2017,246,Marc Juckett inc,"1,619,953",81
Jul 2017,246,Harold Morris 2 inc,"1,214,789",59
Jul 2017,246,Brian Larose inc,"1,143,580",55
Jul 2017,247,Alex Couzens inc,"1,723,572",86
Jul 2017,247,Mary Schultheis inc,"994,965",47
Jul 2017,247,Charles Doyle inc,"960,851",46
Jul 2017,247,Frederick Uson inc,"457,849",22
Jul 2017,247,Kimberly Morgan 4 inc,"430,099",20
Jul 2017,248,Nicholas Mixer inc,"1,440,092",73
Jul 2017,248,Marie Vaughn inc,"1,246,674",58
Jul 2017,248,Katherine Gonce inc,"1,166,272",56
Jul 2017,248,Tara Hollis inc,"1,022,215",50
Jul 2017,248,Marie Compton inc,"925,342",48
Jul 2017,250,Edward Campbell 2 inc,"584,923",34
Jul 2017,250,Raymond Higginbotham inc,"495,956",22
Jul 2017,250,Catherine Ochs inc,"383,834",21
Jul 2017,250,Angela Mcnabb inc,"382,085",20
Jul 2017,250,Mary Ruddy inc,"329,886",16
Jul 2017,251,Ryan Harris 2 inc,"1,887,067",88
Jul 2017,251,Lola Cramer inc,"1,644,378",81
Jul 2017,251,Rose Mincey inc,"1,457,888",73
Jul 2017,251,Charles Bendel inc,"1,334,301",65
Jul 2017,251,Vonda Lake inc,"789,792",40
Jul 2017,252,Dominick Newsom inc,"223,941",12
Jul 2017,252,Jimmy Kelly inc,"200,449",9
Jul 2017,252,Joshua Kowalik inc,"193,973",9
Jul 2017,252,Felicia Pickle inc,"177,502",9
Jul 2017,252,Ilene Young inc,"157,327",8
Jul 2017,253,Karen Fiene inc,"691,810",31
Jul 2017,253,Jesse Valazquez inc,"583,286",30
Jul 2017,253,Dillon Renshaw inc,"520,825",25
Jul 2017,253,Walter Hay inc,"409,908",21
Jul 2017,253,Kathleen Pittman inc,"358,160",19
Jul 2017,254,Michael Newsom inc,"353,597",16
Jul 2017,254,Joseph Olson 2 inc,"162,399",8
Jul 2017,254,Debra Mock inc,"141,460",6
Jul 2017,254,Amanda Jara inc,"124,114",7
Jul 2017,254,John Mathews 2 inc,"116,877",7
Jul 2017,255,Harmony Mathis inc,"545,440",30
Jul 2017,255,Sheryl Wilson inc,"420,812",21
Jul 2017,255,Joe Hall inc,"352,655",16
Jul 2017,255,Jeffrey Cawley inc,"271,335",12
Jul 2017,255,John Cruz 7 inc,"258,442",14
Jul 2017,256,Leigh Carr inc,"1,985,616",98
Jul 2017,256,Ryan Kyle inc,"727,049",36
Jul 2017,256,Juan Kong inc,"635,350",32
Jul 2017,256,Beatrice Graham inc,"517,066",24
Jul 2017,256,Edward Jones 10 inc,"376,140",17
Jul 2017,258,Derrick Johnson inc,"228,713",12
Jul 2017,258,Michelle Jones 13 inc,"223,391",10
Jul 2017,258,Stacie Lucas inc,"132,595",7
Jul 2017,258,Lina Kelsey inc,"131,408",8
Jul 2017,258,Whitney Miranda inc,"130,688",5
Jul 2017,259,Gerald Mccullough inc,"987,657",48
Jul 2017,259,Allen Jackson 2 inc,"919,657",46
Jul 2017,259,Adrienne Hill inc,"878,787",39
Jul 2017,259,Anthony Wheeler 2 inc,"684,281",37
Jul 2017,259,Stephanie Reeves inc,"542,008",24
Jul 2017,260,Jordan Johnson inc,"447,323",25
Jul 2017,260,Ronald Betcher inc,"402,334",20
Jul 2017,260,William Young 10 inc,"334,871",16
Jul 2017,260,Gerald Llamas inc,"223,457",9
Jul 2017,260,Eloise Paoli inc,"219,192",9
Jul 2017,261,Phillip Justice 2 inc,"375,860",19
Jul 2017,261,Theodore Thompson 2 inc,"347,075",16
Jul 2017,261,Renaldo Allen inc,"331,950",15
Jul 2017,261,Samuel Powell inc,"281,433",15
